,userId,itemId,rating
187,21,2,4.0
188,1430,220,3.5
189,1039,518,3.0
190,263,239,3.5
191,1458,246,4.0
192,1375,248,2.0
193,290,5,3.5
194,129,17,3.0
195,272,207,0.5
196,1069,211,4.0
197,168,12,2.5
198,147,255,3.0
199,1039,162,4.0
200,769,377,3.0
201,982,215,3.0
202,1094,255,4.0
203,299,84,4.0
204,1038,219,4.0
205,964,10,2.0
206,1055,13,4.0
207,95,121,3.5
208,298,304,4.0
209,790,84,0.5
210,1491,257,3.0
211,747,254,3.5
212,716,255,4.0
213,1248,216,2.0
214,243,847,1.0
215,540,257,3.0
216,896,3,4.0
217,1326,9,1.5
218,199,704,3.5
219,631,248,3.5
220,389,84,2.0
221,1244,254,3.5
222,896,207,4.0
223,272,738,2.5
224,459,241,3.0
225,539,247,3.0
226,614,215,4.0
227,1034,102,4.0
228,29,284,3.0
229,364,219,4.0
230,115,253,2.5
231,1019,1095,1.5
232,675,212,3.5
233,1154,13,3.5
234,984,8,3.0
235,316,1145,4.0
236,662,1177,3.5
237,1363,206,3.0
238,530,257,4.0
239,225,10,4.0
240,1385,236,0.5
241,110,236,3.5
242,25,12,1.5
243,432,7,4.0
244,1183,207,3.5
245,747,234,3.5
246,128,256,2.0
247,1209,207,2.5
248,845,379,3.5
249,280,219,1.0
250,1065,235,3.5
251,1261,212,2.0
252,161,236,3.0
253,248,250,2.5
254,1430,213,2.5
255,1139,1,1.5
256,729,235,3.5
257,845,84,3.0
258,156,210,3.5
259,540,211,4.0
260,409,17,4.0
261,569,213,4.0
262,1040,10,2.0
263,442,235,3.0
264,142,3,3.5
265,1133,12,2.0
266,205,235,4.0
267,1465,8,3.5
268,73,216,4.0
269,764,1,2.5
270,1041,743,3.5
271,1407,1523,4.0
272,1333,1992,2.5
273,724,217,3.5
274,208,236,3.0
275,407,3,3.5
276,147,254,2.0
277,653,239,2.5
278,169,11,2.5
279,893,219,4.0
280,795,253,3.0
281,1075,211,4.0
282,169,205,2.0
283,987,11,4.0
284,208,2,4.0
285,561,213,3.0
286,169,84,3.5
287,316,235,0.5
288,401,10,4.0
289,298,335,3.5
290,946,255,2.0
291,645,7,3.0
292,668,217,3.0
293,1244,9,3.0
294,1406,1118,4.0
295,544,8,4.0
296,1003,245,2.5
297,457,257,2.5
298,411,252,4.0
299,871,220,3.0
300,1073,8,4.0
301,536,4,3.5
302,388,1,3.0
303,1499,210,3.5
304,1496,219,4.0
305,427,13,3.0
306,805,7,2.0
307,902,207,2.0
308,1192,239,3.0
309,214,212,3.5
310,1302,243,3.0
311,1085,257,2.5
312,83,248,4.0
313,669,213,4.0
314,838,1036,3.0
315,729,17,2.5
316,330,235,1.5
317,677,251,3.5
318,575,220,2.0
319,556,5,3.5
320,677,12,2.0
321,3,64,4.0
322,1460,4,3.0
323,616,205,3.0
324,1315,1,2.0
325,137,206,3.5
326,30,244,1.5
327,1302,217,3.5
328,335,5,4.0
329,335,213,2.5
330,208,251,3.5
331,1282,9,4.0
332,965,12,2.5
333,187,8,3.0
334,961,283,1.0
335,490,234,2.5
336,499,7,4.0
337,396,216,3.0
338,1370,247,3.0
339,363,215,4.0
340,744,216,2.0
341,1496,1937,3.0
342,849,832,2.5
343,1230,257,4.0
344,1240,213,2.5
345,504,211,4.0
346,82,551,3.5
347,428,8,4.0
348,825,512,3.5
349,389,235,2.5
350,1202,257,4.0
351,995,249,3.0
352,625,5,4.0
353,381,239,3.0
354,494,219,3.5
355,188,658,4.0
356,1038,84,2.5
357,1039,219,2.5
358,1501,245,1.0
359,1383,13,2.5
360,935,243,3.5
361,126,214,4.0
362,1454,210,2.0
363,1271,241,2.5
364,1255,10,3.0
365,7,214,1.5
366,1396,215,4.0
367,726,247,4.0
368,173,215,3.5
369,429,8,4.0
370,547,246,3.0
371,477,210,1.5
372,929,257,0.5
373,540,8,4.0
374,412,1,4.0
375,345,4,4.0
376,168,255,2.5
377,825,1563,4.0
378,519,1335,4.0
379,1486,4,4.0
380,1177,538,3.0
381,629,13,4.0
382,138,121,3.0
383,224,206,4.0
384,272,352,3.0
385,346,6,4.0
386,1468,1101,3.0
387,1430,243,2.0
388,733,215,2.0
389,574,11,4.0
390,1046,241,1.5
391,990,210,3.0
392,679,7,3.0
393,678,4,4.0
394,308,1109,1.0
395,420,255,2.5
396,3,168,4.0
397,630,216,2.0
398,184,233,4.0
399,800,236,2.0
400,319,243,0.5
401,295,1,2.5
402,1095,236,3.5
403,1106,7,3.5
404,270,219,2.5
405,1333,2010,3.5
406,223,234,3.5
407,502,6,4.0
408,502,211,3.5
409,818,212,3.0
410,1261,220,3.0
411,1274,7,2.5
412,1065,719,2.0
413,274,12,4.0
414,1112,17,3.5
415,146,11,4.0
416,1469,442,4.0
417,702,1062,2.5
418,1220,7,4.0
419,746,216,3.0
420,321,220,3.0
421,1489,8,4.0
422,664,11,4.0
423,845,8,4.0
424,1212,202,3.0
425,513,2,3.5
426,104,213,2.5
427,761,210,3.5
428,638,434,4.0
429,1187,1909,3.0
430,845,1605,3.5
431,38,5,1.5
432,1235,213,3.5
433,745,121,3.0
434,1363,219,3.5
435,1386,12,2.5
436,1249,220,3.0
437,441,210,3.0
438,899,207,4.0
439,1361,251,4.0
440,1460,235,2.5
441,250,210,4.0
442,1414,2,2.5
443,420,235,3.0
444,1189,206,3.0
445,853,8,3.5
446,603,211,4.0
447,128,211,1.5
448,1388,239,4.0
449,1372,239,4.0
450,84,207,4.0
451,292,235,3.0
452,37,251,4.0
453,313,1130,3.5
454,1157,250,3.5
455,1239,236,4.0
456,1199,213,3.5
457,1289,1694,4.0
458,839,11,2.0
459,424,207,0.5
460,669,234,3.0
461,990,524,4.0
462,1144,10,4.0
463,546,675,4.0
464,982,13,3.5
465,1187,1894,2.0
466,1010,8,2.5
467,909,255,3.0
468,224,2,3.5
469,1064,211,3.0
470,265,249,3.0
471,1034,1815,3.5
472,1241,235,3.5
473,672,236,3.5
474,1060,717,4.0
475,486,13,3.5
476,761,236,3.5
477,274,5,4.0
478,218,217,1.0
479,586,234,3.0
480,675,250,3.5
481,993,13,3.0
482,503,219,4.0
483,927,2,3.5
484,702,1458,3.0
485,346,214,4.0
486,68,8,4.0
487,592,17,1.5
488,842,1077,3.5
489,1396,7,4.0
490,308,210,2.0
491,673,212,1.5
492,1228,11,3.5
493,919,249,1.0
494,172,205,4.0
495,1147,932,2.5
496,746,13,4.0
497,464,211,4.0
498,851,1,3.0
499,750,210,0.5
500,3,54,4.0
501,687,218,4.0
502,1289,240,3.5
503,1139,7,3.0
504,734,13,3.5
505,162,7,0.5
506,827,7,2.5
507,861,8,4.0
508,199,872,0.5
509,507,257,2.5
510,1100,220,3.5
511,781,213,4.0
512,159,17,4.0
513,262,7,4.0
514,96,211,3.0
515,853,17,3.5
516,64,121,3.0
517,557,3,3.5
518,921,207,4.0
519,1199,12,4.0
520,610,239,4.0
521,78,177,4.0
522,656,207,2.0
523,969,440,3.0
524,999,236,3.5
525,944,216,3.5
526,63,2,4.0
527,1493,1764,1.5
528,261,7,2.5
529,1338,1,2.5
530,265,239,3.5
531,114,8,3.5
532,1483,233,1.5
533,949,247,2.5
534,3,192,4.0
535,235,251,4.0
536,878,206,4.0
537,1393,244,4.0
538,874,247,3.0
539,670,421,3.0
540,1407,1525,2.0
541,1343,207,4.0
542,381,5,4.0
543,534,205,2.5
544,1444,239,3.0
545,969,866,3.0
546,630,8,3.5
547,360,1,3.0
548,272,970,3.0
549,154,667,3.5
550,1000,11,2.0
551,200,243,2.0
552,769,11,4.0
553,1202,239,4.0
554,971,248,3.0
555,1152,4,0.5
556,760,241,2.0
557,1184,5,4.0
558,569,236,3.5
559,1428,219,3.0
560,1159,205,3.5
561,1072,207,2.0
562,154,12,2.5
563,1088,8,3.0
564,272,292,3.5
565,1101,706,4.0
566,200,51,3.0
567,451,236,2.5
568,1496,257,2.5
569,317,207,2.5
570,1187,189,3.5
571,859,17,3.0
572,1361,11,3.0
573,135,2,4.0
574,1081,207,3.0
575,1000,244,1.0
576,1457,234,3.0
577,114,236,4.0
578,490,9,3.5
579,1508,7,1.0
580,1468,1296,4.0
581,1396,219,3.5
582,836,211,4.0
583,1324,1,3.5
584,346,251,3.0
585,608,210,3.0
586,427,1260,4.0
587,1501,249,2.5
588,965,219,4.0
589,55,217,3.5
590,575,236,3.0
591,1499,12,4.0
592,1342,251,4.0
593,1199,11,4.0
594,163,3,3.5
595,1159,8,3.5
596,891,1117,2.5
597,831,1577,4.0
598,486,219,3.5
599,914,7,3.0
600,562,2,2.0
601,1414,245,3.5
602,946,250,2.0
603,116,251,3.0
604,314,220,3.5
605,684,219,3.5
606,968,1,2.5
607,108,2,3.5
608,578,606,3.0
609,320,6,3.5
610,987,216,1.5
611,535,255,2.5
612,587,444,2.5
613,683,1,4.0
614,1274,2,4.0
615,401,217,3.5
616,199,364,0.5
617,906,897,3.0
618,28,210,2.5
619,1015,247,4.0
620,744,7,3.0
621,946,11,3.5
622,294,206,2.0
623,702,1462,4.0
624,271,5,3.0
625,1041,1546,4.0
626,209,235,1.5
627,505,216,4.0
628,1304,211,3.0
629,918,236,3.0
630,1069,239,2.5
631,234,4,4.0
632,1286,121,3.0
633,1218,216,4.0
634,899,220,4.0
635,1491,211,4.0
636,1124,11,3.0
637,1307,257,3.0
638,467,257,3.5
639,467,8,4.0
640,121,215,4.0
641,1126,3,3.0
642,1267,13,1.5
643,810,215,2.0
644,316,1144,3.5
645,1187,425,3.5
646,500,246,4.0
647,1187,414,3.5
648,485,84,2.5
649,271,247,2.5
650,781,6,3.5
651,147,3,2.0
652,950,3,4.0
653,716,249,3.0
654,224,257,3.5
655,1148,252,2.5
656,171,220,3.5
657,137,243,3.5
658,608,1,3.0
659,239,234,3.0
660,608,1373,3.0
661,105,17,3.0
662,1420,257,3.5
663,1357,169,3.5
664,818,244,2.5
665,549,234,2.5
666,756,207,2.0
667,316,244,0.5
668,1458,241,4.0
669,96,248,4.0
670,199,501,4.0
671,864,551,2.5
672,1105,7,2.5
673,877,7,3.0
674,1238,245,3.5
675,316,17,0.5
676,1001,6,2.5
677,1095,251,3.5
678,1258,205,4.0
679,559,220,2.5
680,161,768,2.5
681,1370,13,4.0
682,196,7,4.0
683,626,281,3.5
684,430,585,3.5
685,146,249,2.5
686,559,11,2.5
687,418,10,4.0
688,294,247,2.0
689,310,688,2.0
690,538,3,1.5
691,1451,205,2.5
692,3,75,3.5
693,1286,8,2.0
694,816,434,4.0
695,487,3,3.5
696,466,220,1.0
697,1286,212,4.0
698,25,236,3.5
699,1448,206,4.0
700,478,480,3.0
701,1001,255,4.0
702,664,4,3.5
703,678,241,3.5
704,1454,233,1.5
705,452,1284,3.5
706,782,205,3.5
707,1480,245,3.0
708,387,1217,3.0
709,851,6,4.0
710,130,212,2.5
711,1201,219,2.5
712,317,11,3.5
713,1056,215,3.5
714,880,7,3.5
715,1187,1918,2.5
716,641,235,2.5
717,1311,254,3.0
718,1188,251,3.0
719,70,17,4.0
720,591,512,3.5
721,34,17,4.0
722,155,17,3.5
723,795,675,4.0
724,296,7,3.5
725,1439,6,2.5
726,452,245,3.5
727,990,9,4.0
728,935,2,4.0
729,1478,2060,1.0
730,1132,17,3.5
731,1039,207,3.5
732,826,212,4.0
733,574,213,2.0
734,350,205,3.0
735,459,8,3.5
736,150,213,2.5
737,199,699,1.5
738,245,205,2.5
739,1370,206,3.0
740,121,6,3.5
741,1081,7,4.0
742,279,220,2.0
743,190,3,2.5
744,1200,6,4.0
745,626,169,1.5
746,848,1536,3.0
747,818,220,3.0
748,1383,219,3.5
749,1050,254,2.0
750,1333,355,1.5
751,667,213,0.5
752,847,348,4.0
753,677,220,2.0
754,963,1678,1.5
755,156,219,1.5
756,920,255,3.0
757,1480,205,2.5
758,900,6,2.0
759,1038,10,3.5
760,406,216,3.5
761,782,250,4.0
762,825,1053,2.0
763,559,235,1.5
764,1180,267,4.0
765,945,241,3.0
766,211,239,3.5
767,1171,215,3.5
768,907,17,3.0
769,205,245,4.0
770,780,206,3.0
771,236,2,3.5
772,323,1182,4.0
773,921,214,2.5
774,348,236,3.0
775,1474,10,2.5
776,1187,943,3.0
777,795,250,3.0
778,29,295,3.0
779,270,1,2.5
780,503,7,3.5
781,792,84,3.5
782,1147,589,3.5
783,1263,8,3.5
784,1235,206,2.0
785,1138,10,3.0
786,906,8,3.0
787,1060,1349,3.0
788,559,253,1.0
789,296,220,3.0
790,281,233,2.5
791,1142,211,1.5
792,1218,220,2.5
793,845,330,3.5
794,1486,206,3.0
795,1491,1952,2.5
796,559,13,2.5
797,50,236,4.0
798,60,341,4.0
799,957,17,3.0
800,788,254,3.5
801,312,211,1.5
802,1417,512,4.0
803,661,254,1.5
804,1302,233,2.5
805,272,995,2.5
806,328,206,3.0
807,1308,236,4.0
808,879,11,0.5
809,310,455,2.5
810,1297,3,3.0
811,1393,121,4.0
812,355,406,2.5
813,785,1,3.5
814,406,220,4.0
815,795,220,3.0
816,1416,8,3.0
817,1352,246,3.0
818,1175,220,2.5
819,62,11,3.5
820,280,10,2.0
821,439,211,4.0
822,428,212,4.0
823,714,5,3.5
824,1396,6,4.0
825,1444,244,1.5
826,1481,1568,4.0
827,208,252,3.5
828,729,4,3.5
829,690,257,3.0
830,467,2,2.0
831,896,253,4.0
832,1094,10,3.0
833,1292,247,2.5
834,661,245,1.5
835,867,6,1.0
836,790,12,1.5
837,276,236,2.5
838,502,249,2.5
839,360,253,3.0
840,280,3,1.5
841,568,1278,3.0
842,294,210,2.0
843,1062,250,4.0
844,556,1352,2.0
845,528,235,3.0
846,359,1,3.5
847,538,13,3.5
848,658,13,3.0
849,509,245,3.5
850,1231,205,3.0
851,816,7,3.0
852,1142,3,3.5
853,670,10,3.0
854,830,307,2.5
855,487,236,1.0
856,276,17,4.0
857,960,236,4.0
858,615,251,3.0
859,849,1070,4.0
860,1039,165,3.5
861,1199,1080,4.0
862,562,219,3.0
863,278,1018,4.0
864,1414,213,2.5
865,147,234,2.0
866,569,1,4.0
867,824,11,4.0
868,122,7,1.5
869,1292,12,3.0
870,114,216,3.5
871,573,5,3.5
872,1212,1599,3.0
873,946,239,2.0
874,1328,985,3.5
875,591,398,3.5
876,300,1043,2.0
877,396,1225,2.0
878,761,257,4.0
879,1483,248,2.5
880,953,8,2.5
881,1478,121,2.0
882,229,404,4.0
883,844,13,3.5
884,145,239,3.0
885,623,215,2.0
886,274,252,4.0
887,1488,1846,1.5
888,283,1025,4.0
889,294,236,2.0
890,891,2,2.5
891,907,206,3.0
892,53,1,2.5
893,808,1,3.0
894,1457,251,3.5
895,1498,234,2.5
896,330,249,4.0
897,310,318,4.0
898,1077,219,4.0
899,805,3,3.0
900,998,283,1.5
901,549,216,1.5
902,1190,215,4.0
903,908,206,3.0
904,764,134,3.0
905,580,236,0.5
906,1226,211,3.0
907,167,13,4.0
908,409,11,2.0
909,528,391,4.0
910,485,10,3.5
911,168,244,3.0
912,1187,368,3.5
913,202,251,3.0
914,588,6,3.5
915,1126,248,3.5
916,1019,304,3.5
917,185,234,3.5
918,477,254,3.0
919,1081,205,3.0
920,206,12,2.5
921,1076,7,3.0
922,823,207,2.5
923,367,214,3.0
924,930,214,2.5
925,3,195,1.5
926,888,7,3.5
927,1238,253,3.0
928,1418,1044,4.0
929,666,4,1.0
930,842,805,4.0
931,569,216,2.0
932,1385,245,2.5
933,548,249,1.0
934,561,8,3.0
935,1448,239,3.0
936,96,236,3.5
937,1432,11,3.0
938,1430,17,2.0
939,786,205,3.5
940,1475,255,3.0
941,595,17,2.0
942,161,512,2.0
943,909,220,3.0
944,894,64,4.0
945,512,2,4.0
946,188,499,1.5
947,947,213,4.0
948,1382,215,3.5
949,420,675,4.0
950,78,379,3.0
951,1187,116,2.0
952,451,217,3.5
953,393,7,2.0
954,302,212,3.5
955,592,235,3.5
956,752,9,4.0
957,279,207,2.0
958,147,235,3.0
959,243,84,3.0
960,765,11,3.0
961,215,220,2.5
962,1475,220,1.0
963,1241,10,2.0
964,500,205,3.5
965,273,253,3.0
966,225,13,4.0
967,21,3,3.0
968,1480,3,2.0
969,1015,17,3.0
970,1118,13,4.0
971,781,215,4.0
972,1233,11,3.5
973,626,698,2.0
974,452,205,1.5
975,1230,233,3.5
976,1085,234,3.0
977,426,239,2.5
978,504,3,2.5
979,867,216,1.0
980,181,13,3.5
981,1157,659,3.5
982,557,246,3.5
983,800,4,0.5
984,790,210,4.0
985,989,1,3.0
986,353,244,2.5
987,209,219,2.5
988,199,425,3.0
989,139,256,3.0
990,847,3,3.5
991,1430,1,0.5
992,870,17,3.0
993,280,211,2.0
994,37,236,4.0
995,92,205,3.5
996,671,17,3.0
997,1183,211,3.0
998,111,214,0.5
999,396,3,3.5
1000,1105,1,4.0
1001,673,5,3.0
1002,882,9,2.5
1003,1152,246,4.0
1004,665,2,4.0
1005,746,257,3.0
1006,1001,210,1.5
1007,1039,45,2.5
1008,218,248,3.0
1009,813,216,0.5
1010,433,2,0.5
1011,3,59,4.0
1012,1383,658,4.0
1013,1187,1889,3.0
1014,308,1104,1.0
1015,1109,251,3.0
1016,411,246,3.5
1017,1111,977,3.0
1018,679,216,1.5
1019,1198,233,4.0
1020,1483,84,3.5
1021,1452,2055,2.5
1022,834,253,4.0
1023,1300,219,4.0
1024,1108,256,1.0
1025,925,1,2.5
1026,969,1745,3.0
1027,368,257,1.0
1028,611,1,2.5
1029,320,2,3.5
1030,741,13,4.0
1031,769,1506,3.0
1032,1191,235,2.5
1033,1478,84,3.5
1034,549,4,2.0
1035,685,235,1.5
1036,837,9,3.0
1037,263,1,2.5
1038,969,419,3.0
1039,1296,254,3.0
1040,901,9,3.5
1041,778,706,4.0
1042,772,207,4.0
1043,1352,250,3.5
1044,1187,432,3.0
1045,670,1155,3.5
1046,37,214,3.5
1047,1342,245,4.0
1048,307,243,3.5
1049,1199,220,4.0
1050,828,239,3.5
1051,711,252,3.0
1052,159,239,2.0
1053,790,244,4.0
1054,3,189,4.0
1055,391,3,3.5
1056,1234,17,2.5
1057,1422,257,1.0
1058,1078,235,3.5
1059,1146,236,2.5
1060,45,11,1.0
1061,757,251,3.0
1062,940,206,4.0
1063,1452,253,1.5
1064,270,84,2.5
1065,319,4,1.5
1066,1464,247,0.5
1067,218,241,2.0
1068,1438,220,0.5
1069,183,13,3.5
1070,852,8,4.0
1071,304,442,1.0
1072,1022,4,3.0
1073,1037,1340,4.0
1074,1249,59,4.0
1075,1199,880,3.5
1076,190,252,2.0
1077,536,252,2.0
1078,1051,213,3.0
1079,1338,250,2.0
1080,146,207,3.5
1081,248,233,2.0
1082,1230,212,0.5
1083,433,1262,4.0
1084,573,250,3.0
1085,97,254,3.0
1086,335,1,4.0
1087,1420,3,4.0
1088,293,210,3.5
1089,580,7,3.0
1090,793,12,3.0
1091,965,217,2.0
1092,878,219,1.0
1093,1439,216,4.0
1094,549,11,3.0
1095,1433,2,4.0
1096,571,6,3.5
1097,1310,219,3.0
1098,1218,207,2.5
1099,869,3,4.0
1100,1022,205,4.0
1101,1014,3,3.0
1102,815,254,0.5
1103,845,432,3.5
1104,471,11,4.0
1105,1108,213,4.0
1106,918,206,4.0
1107,426,12,3.0
1108,1355,309,4.0
1109,1445,13,4.0
1110,1173,1869,4.0
1111,1346,241,3.5
1112,449,9,3.5
1113,1148,250,4.0
1114,670,498,3.0
1115,56,3,4.0
1116,115,4,3.5
1117,618,96,4.0
1118,1451,214,3.5
1119,1132,210,2.5
1120,365,10,3.0
1121,1235,249,4.0
1122,673,216,2.0
1123,1080,233,3.0
1124,606,9,2.0
1125,355,219,4.0
1126,96,12,2.5
1127,782,249,4.0
1128,84,2,4.0
1129,139,253,2.5
1130,1199,712,3.0
1131,571,249,3.5
1132,613,220,2.0
1133,322,239,3.0
1134,397,7,2.0
1135,809,235,4.0
1136,716,5,4.0
1137,732,308,3.5
1138,475,11,4.0
1139,479,1036,1.5
1140,346,257,4.0
1141,808,207,3.0
1142,808,216,3.0
1143,401,121,3.5
1144,590,1,3.0
1145,312,638,4.0
1146,1094,13,4.0
1147,1304,243,2.5
1148,361,1199,3.0
1149,1168,400,4.0
1150,190,211,3.5
1151,1060,691,4.0
1152,199,853,0.5
1153,632,2,4.0
1154,1289,3,2.5
1155,875,235,0.5
1156,48,11,4.0
1157,1347,8,3.0
1158,1167,5,4.0
1159,1438,211,2.5
1160,167,241,4.0
1161,1060,675,2.5
1162,178,255,2.0
1163,72,205,3.0
1164,1393,213,3.5
1165,566,7,2.0
1166,1045,255,1.0
1167,211,17,2.0
1168,28,1,2.0
1169,707,235,3.0
1170,1376,5,2.5
1171,381,11,4.0
1172,520,7,3.5
1173,600,3,3.5
1174,674,1,4.0
1175,420,6,2.0
1176,949,239,2.5
1177,368,254,4.0
1178,93,7,2.5
1179,36,250,3.5
1180,1078,217,3.0
1181,710,2,4.0
1182,50,12,3.0
1183,611,257,2.0
1184,1114,3,3.5
1185,478,434,1.0
1186,1187,1628,4.0
1187,1001,11,1.0
1188,1180,499,4.0
1189,1024,121,2.0
1190,1246,219,1.5
1191,1386,219,3.0
1192,550,84,0.5
1193,411,250,4.0
1194,86,244,4.0
1195,1464,3,4.0
1196,1396,233,4.0
1197,1024,220,1.5
1198,365,255,3.0
1199,198,213,4.0
1200,179,219,2.0
1201,590,17,2.5
1202,91,425,4.0
1203,427,12,1.5
1204,622,17,3.0
1205,1183,17,3.0
1206,139,251,3.5
1207,1090,9,3.0
1208,1252,247,2.5
1209,453,10,1.0
1210,570,217,2.0
1211,1187,762,3.0
1212,1454,7,2.5
1213,1153,253,4.0
1214,227,214,4.0
1215,1202,10,4.0
1216,73,4,3.5
1217,323,712,2.5
1218,1481,2061,3.0
1219,381,13,3.5
1220,456,206,3.0
1221,994,11,3.5
1222,1438,13,2.0
1223,1402,554,1.5
1224,661,11,2.5
1225,714,254,2.0
1226,420,8,1.5
1227,1228,214,2.5
1228,729,5,2.0
1229,869,2,3.5
1230,723,12,3.5
1231,1301,213,2.5
1232,561,11,3.0
1233,201,239,4.0
1234,293,84,2.0
1235,1457,236,4.0
1236,483,246,1.0
1237,1284,234,3.5
1238,812,1553,4.0
1239,729,247,3.0
1240,928,220,3.5
1241,538,253,3.5
1242,38,246,1.0
1243,1396,8,4.0
1244,172,8,4.0
1245,81,530,4.0
1246,1184,220,3.0
1247,472,12,3.0
1248,1116,215,3.0
1249,3,107,4.0
1250,1305,6,4.0
1251,991,214,3.0
1252,138,255,3.0
1253,561,247,3.0
1254,425,206,3.5
1255,1332,211,3.0
1256,570,216,4.0
1257,431,799,4.0
1258,963,63,3.0
1259,16,236,2.0
1260,284,1026,4.0
1261,352,244,2.5
1262,1342,1666,4.0
1263,1108,8,4.0
1264,1341,207,3.5
1265,495,3,3.0
1266,1297,1590,4.0
1267,1180,5,3.0
1268,781,246,3.5
1269,392,210,4.0
1270,788,243,2.5
1271,180,236,4.0
1272,232,3,1.5
1273,784,6,4.0
1274,943,12,1.0
1275,1401,213,4.0
1276,651,207,3.0
1277,161,765,3.0
1278,517,236,2.5
1279,485,213,3.0
1280,164,445,3.0
1281,1343,17,1.0
1282,1476,11,4.0
1283,155,239,1.5
1284,361,253,4.0
1285,187,250,4.0
1286,864,256,2.0
1287,1158,236,3.0
1288,705,6,2.5
1289,1425,256,1.5
1290,836,220,3.0
1291,1453,13,3.5
1292,79,347,2.0
1293,900,205,2.0
1294,173,7,4.0
1295,587,583,2.0
1296,616,255,2.5
1297,532,10,3.0
1298,228,400,3.5
1299,272,698,2.5
1300,241,3,3.5
1301,319,235,1.0
1302,510,431,3.5
1303,818,12,4.0
1304,393,207,1.5
1305,507,252,2.5
1306,860,207,3.0
1307,677,250,4.0
1308,882,17,4.0
1309,1257,216,3.5
1310,1310,8,3.0
1311,307,1070,2.0
1312,1078,3,2.5
1313,852,121,4.0
1314,1038,249,3.0
